human.gene.stable.ID	human.gene.name	pig.gene.stable.ID	pig.gene.name	Last common ancestor with Pig
ENSG00000121316	PLBD1	ENSSSCG00000057970	PLBD1	Boreoeutheria
ENSG00000151176	PLBD2	ENSSSCG00000009872	PLBD2	Boreoeutheria
ENSG00000182621	PLCB1	ENSSSCG00000007056	PLCB1	Boreoeutheria
ENSG00000137841	PLCB2	ENSSSCG00000004779	PLCB2	Eutheria
ENSG00000149782	PLCB3	ENSSSCG00000013034	PLCB3	Boreoeutheria
ENSG00000101333	PLCB4	ENSSSCG00000007058	PLCB4	Boreoeutheria
ENSG00000187091	PLCD1	ENSSSCG00000027550	PLCD1	Boreoeutheria
ENSG00000161714	PLCD3	ENSSSCG00000017338	PLCD3	Eutheria
ENSG00000115556	PLCD4	ENSSSCG00000016192	PLCD4	Boreoeutheria
ENSG00000138193	PLCE1	ENSSSCG00000010483	PLCE1	Boreoeutheria
ENSG00000124181	PLCG1	ENSSSCG00000007356	PLCG1	Boreoeutheria
ENSG00000197943	PLCG2	ENSSSCG00000002688	PLCG2	Boreoeutheria
ENSG00000114805	PLCH1	ENSSSCG00000026718	PLCH1	Eutheria
ENSG00000149527	PLCH2	ENSSSCG00000029744	PLCH2	Boreoeutheria
ENSG00000115896	PLCL1	ENSSSCG00000016083	PLCL1	Boreoeutheria
ENSG00000154822	PLCL2	ENSSSCG00000029811	PLCL2	Eutheria
ENSG00000240891	PLCXD2	ENSSSCG00000056685	PLCXD2	Boreoeutheria
ENSG00000182836	PLCXD3	ENSSSCG00000033993	PLCXD3	Eutheria
ENSG00000139151	PLCZ1	ENSSSCG00000000590	PLCZ1	Boreoeutheria
ENSG00000075651	PLD1	ENSSSCG00000011750	PLD1	Boreoeutheria
ENSG00000129219	PLD2	ENSSSCG00000017912	PLD2	Boreoeutheria
ENSG00000105223	PLD3	ENSSSCG00000025109	PLD3	Boreoeutheria
ENSG00000166428	PLD4	ENSSSCG00000002554	PLD4	Boreoeutheria
ENSG00000180287	PLD5	ENSSSCG00000021132	PLD5	Eutheria
ENSG00000179598	PLD6	ENSSSCG00000039878	PLD6	Boreoeutheria
ENSG00000178209	PLEC	ENSSSCG00000039094	PLEC	Boreoeutheria
ENSG00000115956	PLEK	ENSSSCG00000008348	PLEK	Boreoeutheria
ENSG00000100558	PLEK2	ENSSSCG00000002290	PLEK2	Boreoeutheria
ENSG00000107679	PLEKHA1	ENSSSCG00000010702	PLEKHA1	Eutheria
ENSG00000169499	PLEKHA2	ENSSSCG00000033367	PLEKHA2	Boreoeutheria
ENSG00000116095	PLEKHA3	ENSSSCG00000049025	PLEKHA3	Boreoeutheria
ENSG00000105559	PLEKHA4	ENSSSCG00000003137	PLEKHA4	Boreoeutheria
ENSG00000052126	PLEKHA5	ENSSSCG00000000588	PLEKHA5	Tetrapoda
ENSG00000143850	PLEKHA6	ENSSSCG00000015281	PLEKHA6	Boreoeutheria
ENSG00000166689	PLEKHA7	ENSSSCG00000013382	PLEKHA7	Boreoeutheria
ENSG00000106086	PLEKHA8	ENSSSCG00000016682	PLEKHA8	Eutheria
ENSG00000021300	PLEKHB1	ENSSSCG00000014827	PLEKHB1	Eutheria
ENSG00000115762	PLEKHB2	ENSSSCG00000028679	PLEKHB2	Boreoeutheria
ENSG00000175985	PLEKHD1	ENSSSCG00000002309	PLEKHD1	Eutheria
ENSG00000166289	PLEKHF1	ENSSSCG00000002852	PLEKHF1	Boreoeutheria
ENSG00000175895	PLEKHF2	ENSSSCG00000039549	PLEKHF2	Boreoeutheria
ENSG00000120278	PLEKHG1	ENSSSCG00000032778	PLEKHG1	Boreoeutheria
ENSG00000090924	PLEKHG2	ENSSSCG00000030048	PLEKHG2	Eutheria
ENSG00000126822	PLEKHG3	ENSSSCG00000002276	PLEKHG3	Amniota
ENSG00000196155	PLEKHG4	ENSSSCG00000002782	PLEKHG4	Boreoeutheria
ENSG00000153404	PLEKHG4B	ENSSSCG00000039089	ENSSSCG00000039089	Boreoeutheria
ENSG00000171680	PLEKHG5	ENSSSCG00000003376	PLEKHG5	Boreoeutheria
ENSG00000008323	PLEKHG6	ENSSSCG00000000709	PLEKHG6	Boreoeutheria
ENSG00000054690	PLEKHH1	ENSSSCG00000002292	PLEKHH1	Boreoeutheria
ENSG00000152527	PLEKHH2	ENSSSCG00000008456	PLEKHH2	Boreoeutheria
ENSG00000068137	PLEKHH3	ENSSSCG00000017391	PLEKHH3	Eutheria
ENSG00000104886	PLEKHJ1	ENSSSCG00000013453	PLEKHJ1	Boreoeutheria
ENSG00000225190	PLEKHM1	ENSSSCG00000017325	PLEKHM1	Boreoeutheria
ENSG00000116786	PLEKHM2	ENSSSCG00000003468	PLEKHM2	Boreoeutheria
ENSG00000178385	PLEKHM3	ENSSSCG00000016141	PLEKHM3	Boreoeutheria
ENSG00000187583	PLEKHN1	ENSSSCG00000030000	PLEKHN1	Boreoeutheria
ENSG00000023902	PLEKHO1	ENSSSCG00000022784	PLEKHO1	Boreoeutheria
ENSG00000241839	PLEKHO2	ENSSSCG00000004547	PLEKHO2	Boreoeutheria
ENSG00000148735	PLEKHS1	ENSSSCG00000034754	PLEKHS1	Boreoeutheria
ENSG00000188771	PLET1	ENSSSCG00000032149	PLET1	Boreoeutheria
ENSG00000107020	PLGRKT	ENSSSCG00000005212	PLGRKT	Eutheria
ENSG00000166819	PLIN1	ENSSSCG00000001844	PLIN1	Boreoeutheria
ENSG00000147872	PLIN2	ENSSSCG00000035863	PLIN2	Boreoeutheria
ENSG00000105355	PLIN3	ENSSSCG00000038954	PLIN3	Boreoeutheria
ENSG00000167676	PLIN4	ENSSSCG00000013512	PLIN4	Eutheria
ENSG00000214456	PLIN5	ENSSSCG00000013513	PLIN5	Boreoeutheria
ENSG00000166851	PLK1	ENSSSCG00000026748	PLK1	Boreoeutheria
ENSG00000145632	PLK2	ENSSSCG00000016925	PLK2	Boreoeutheria
ENSG00000173846	PLK3	ENSSSCG00000003928	PLK3	Boreoeutheria
ENSG00000142731	PLK4	ENSSSCG00000055606	PLK4	Boreoeutheria
ENSG00000185988	PLK5	ENSSSCG00000013434	ENSSSCG00000013434	Eutheria
ENSG00000102934	PLLP	ENSSSCG00000002818	PLLP	Eutheria
ENSG00000198523	PLN	ENSSSCG00000062089	PLN	Boreoeutheria
ENSG00000083444	PLOD1	ENSSSCG00000003433	PLOD1	Eutheria
ENSG00000152952	PLOD2	ENSSSCG00000011689	PLOD2	Boreoeutheria
ENSG00000106397	PLOD3	ENSSSCG00000028879	PLOD3	Eutheria
ENSG00000123560	PLP1	ENSSSCG00000012536	PLP1	Eutheria
ENSG00000067113	PLPP1	ENSSSCG00000016912	PLPP1	Eutheria
ENSG00000141934	PLPP2	ENSSSCG00000014004	PLPP2	Eutheria
ENSG00000162407	PLPP3	ENSSSCG00000003839	PLPP3	Boreoeutheria
ENSG00000203805	PLPP4	ENSSSCG00000010691	PLPP4	Eutheria
ENSG00000147535	PLPP5	ENSSSCG00000015819	PLPP5	Eutheria
ENSG00000205808	PLPP6	ENSSSCG00000005220	PLPP6	Boreoeutheria
ENSG00000160539	PLPP7	ENSSSCG00000005713	PLPP7	Boreoeutheria
ENSG00000148123	PLPPR1	ENSSSCG00000005393	PLPPR1	Eutheria
ENSG00000105520	PLPPR2	ENSSSCG00000045953	PLPPR2	Boreoeutheria
ENSG00000129951	PLPPR3	ENSSSCG00000037432	PLPPR3	Boreoeutheria
ENSG00000117600	PLPPR4	ENSSSCG00000006875	PLPPR4	Boreoeutheria
ENSG00000117598	PLPPR5	ENSSSCG00000006876	PLPPR5	Boreoeutheria
ENSG00000120756	PLS1	ENSSSCG00000011680	PLS1	Boreoeutheria
ENSG00000102024	PLS3	ENSSSCG00000012597	PLS3	Eutheria
ENSG00000188313	PLSCR1	ENSSSCG00000035634	PLSCR1	Boreoeutheria
ENSG00000187838	PLSCR3	ENSSSCG00000029391	PLSCR3	Boreoeutheria
ENSG00000114698	PLSCR4	ENSSSCG00000011690	PLSCR4	Boreoeutheria
ENSG00000231213	PLSCR5	ENSSSCG00000011691	PLSCR5	Boreoeutheria
ENSG00000130300	PLVAP	ENSSSCG00000037025	PLVAP	Boreoeutheria
ENSG00000161381	PLXDC1	ENSSSCG00000017511	PLXDC1	Boreoeutheria
ENSG00000120594	PLXDC2	ENSSSCG00000032444	PLXDC2	Eutheria
ENSG00000114554	PLXNA1	ENSSSCG00000024001	PLXNA1	Eutheria
ENSG00000076356	PLXNA2	ENSSSCG00000026412	PLXNA2	Eutheria
ENSG00000130827	PLXNA3	ENSSSCG00000023483	PLXNA3	Boreoeutheria
ENSG00000221866	PLXNA4	ENSSSCG00000021562	PLXNA4	Boreoeutheria
ENSG00000164050	PLXNB1	ENSSSCG00000011346	PLXNB1	Boreoeutheria
ENSG00000196576	PLXNB2	ENSSSCG00000035733	PLXNB2	Eutheria
ENSG00000198753	PLXNB3	ENSSSCG00000012780	PLXNB3	Boreoeutheria
ENSG00000136040	PLXNC1	ENSSSCG00000000907	PLXNC1	Boreoeutheria
ENSG00000004399	PLXND1	ENSSSCG00000011592	PLXND1	Boreoeutheria
ENSG00000146281	PM20D2	ENSSSCG00000004314	PM20D2	Boreoeutheria
ENSG00000141682	PMAIP1	ENSSSCG00000026454	PMAIP1	Boreoeutheria
ENSG00000183395	PMCH	ENSSSCG00000000858	PMCH	Boreoeutheria
ENSG00000185664	PMEL	ENSSSCG00000000371	PMEL	Boreoeutheria
ENSG00000124225	PMEPA1	ENSSSCG00000034259	PMEPA1	Boreoeutheria
ENSG00000118557	PMFBP1	ENSSSCG00000002747	PMFBP1	Boreoeutheria
ENSG00000283758	PMIS2	ENSSSCG00000038292	ENSSSCG00000038292	Boreoeutheria
ENSG00000140464	PML	ENSSSCG00000001912	PML	Boreoeutheria
ENSG00000100417	PMM1	ENSSSCG00000000061	PMM1	Boreoeutheria
ENSG00000140650	PMM2	ENSSSCG00000021236	PMM2	Eutheria
ENSG00000147588	PMP2	ENSSSCG00000036441	PMP2	Boreoeutheria
ENSG00000109099	PMP22	ENSSSCG00000037832	PMP22	Eutheria
ENSG00000165688	PMPCA	ENSSSCG00000031413	PMPCA	Boreoeutheria
ENSG00000105819	PMPCB	ENSSSCG00000015422	PMPCB	Eutheria
ENSG00000064933	PMS1	ENSSSCG00000016045	PMS1	Boreoeutheria
ENSG00000122512	PMS2	ENSSSCG00000007590	PMS2	Boreoeutheria
ENSG00000163344	PMVK	ENSSSCG00000055689	PMVK	Boreoeutheria
ENSG00000130822	PNCK	ENSSSCG00000012773	PNCK	Eutheria
ENSG00000132424	PNISR	ENSSSCG00000037594	PNISR	Boreoeutheria
ENSG00000127838	PNKD	ENSSSCG00000029002	PNKD	Eutheria
ENSG00000039650	PNKP	ENSSSCG00000003195	PNKP	Boreoeutheria
ENSG00000146453	PNLDC1	ENSSSCG00000004046	PNLDC1	Boreoeutheria
ENSG00000175535	PNLIP	ENSSSCG00000010658	PNLIP	Boreoeutheria
ENSG00000187021	PNLIPRP1	ENSSSCG00000010659	PNLIPRP1	Boreoeutheria
ENSG00000266200	PNLIPRP2	ENSSSCG00000010660	PNLIPRP2	Boreoeutheria
ENSG00000203837	PNLIPRP3	ENSSSCG00000010657	PNLIPRP3	Boreoeutheria
ENSG00000176903	PNMA1	ENSSSCG00000062320	PNMA1	Boreoeutheria
ENSG00000240694	PNMA2	ENSSSCG00000009659	PNMA2	Boreoeutheria
ENSG00000198883	PNMA5	ENSSSCG00000038758	PNMA5	Boreoeutheria
ENSG00000141744	PNMT	ENSSSCG00000017501	PNMT	Boreoeutheria
ENSG00000100941	PNN	ENSSSCG00000022828	PNN	Eutheria
ENSG00000115946	PNO1	ENSSSCG00000008352	PNO1	Eutheria
ENSG00000168081	PNOC	ENSSSCG00000032600	PNOC	Boreoeutheria
ENSG00000198805	PNP	ENSSSCG00000002135	PNP	Amniota
ENSG00000180316	PNPLA1	ENSSSCG00000001559	PNPLA1	Boreoeutheria
ENSG00000177666	PNPLA2	ENSSSCG00000012841	PNPLA2	Boreoeutheria
ENSG00000100344	PNPLA3	ENSSSCG00000027266	PNPLA3	Boreoeutheria
ENSG00000032444	PNPLA6	ENSSSCG00000013572	PNPLA6	Amniota
ENSG00000130653	PNPLA7	ENSSSCG00000034978	PNPLA7	Boreoeutheria
ENSG00000135241	PNPLA8	ENSSSCG00000015446	PNPLA8	Boreoeutheria
ENSG00000108439	PNPO	ENSSSCG00000032782	PNPO	Boreoeutheria
ENSG00000138035	PNPT1	ENSSSCG00000031882	PNPT1	Boreoeutheria
ENSG00000146278	PNRC1	ENSSSCG00000039953	PNRC1	Boreoeutheria
ENSG00000189266	PNRC2	ENSSSCG00000023326	PNRC2	Boreoeutheria
ENSG00000164087	POC1A	ENSSSCG00000011426	POC1A	Boreoeutheria
ENSG00000139323	POC1B	ENSSSCG00000000920	POC1B	Boreoeutheria
ENSG00000152359	POC5	ENSSSCG00000014084	POC5	Boreoeutheria
ENSG00000174348	PODN	ENSSSCG00000027114	PODN	Boreoeutheria
ENSG00000132000	PODNL1	ENSSSCG00000013762	PODNL1	Boreoeutheria
ENSG00000128567	PODXL	ENSSSCG00000016548	ENSSSCG00000016548	Eutheria
ENSG00000114631	PODXL2	ENSSSCG00000021397	PODXL2	Boreoeutheria
ENSG00000124429	POF1B	ENSSSCG00000012462	POF1B	Boreoeutheria
ENSG00000101346	POFUT1	ENSSSCG00000007244	POFUT1	Eutheria
ENSG00000186866	POFUT2	ENSSSCG00000012088	ENSSSCG00000012088	Boreoeutheria
ENSG00000143157	POGK	ENSSSCG00000006319	POGK	Boreoeutheria
ENSG00000163389	POGLUT1	ENSSSCG00000032313	POGLUT1	Boreoeutheria
ENSG00000134901	POGLUT2	ENSSSCG00000009532	POGLUT2	Boreoeutheria
ENSG00000178202	POGLUT3	ENSSSCG00000015009	POGLUT3	Boreoeutheria
ENSG00000143442	POGZ	ENSSSCG00000006622	POGZ	Boreoeutheria
ENSG00000101868	POLA1	ENSSSCG00000022240	POLA1	Boreoeutheria
ENSG00000014138	POLA2	ENSSSCG00000012997	POLA2	Boreoeutheria
ENSG00000070501	POLB	ENSSSCG00000007031	POLB	Boreoeutheria
ENSG00000062822	POLD1	ENSSSCG00000003216	POLD1	Boreoeutheria
ENSG00000106628	POLD2	ENSSSCG00000016753	POLD2	Boreoeutheria
ENSG00000175482	POLD4	ENSSSCG00000012916	POLD4	Boreoeutheria
ENSG00000004142	POLDIP2	ENSSSCG00000028920	POLDIP2	Boreoeutheria
ENSG00000100227	POLDIP3	ENSSSCG00000000039	POLDIP3	Boreoeutheria
ENSG00000177084	POLE	ENSSSCG00000033051	POLE	Boreoeutheria
ENSG00000100479	POLE2	ENSSSCG00000005008	POLE2	Boreoeutheria
ENSG00000148229	POLE3	ENSSSCG00000005478	POLE3	Boreoeutheria
ENSG00000115350	POLE4	ENSSSCG00000038307	POLE4	Boreoeutheria
ENSG00000140521	POLG	ENSSSCG00000001838	POLG	Boreoeutheria
ENSG00000256525	POLG2	ENSSSCG00000036057	POLG2	Eutheria
ENSG00000170734	POLH	ENSSSCG00000001683	POLH	Boreoeutheria
ENSG00000101751	POLI	ENSSSCG00000004529	POLI	Boreoeutheria
ENSG00000122008	POLK	ENSSSCG00000014082	POLK	Boreoeutheria
ENSG00000166169	POLL	ENSSSCG00000010564	POLL	Boreoeutheria
ENSG00000122678	POLM	ENSSSCG00000016755	POLM	Boreoeutheria
ENSG00000130997	POLN	ENSSSCG00000027718	POLN	Boreoeutheria
ENSG00000051341	POLQ	ENSSSCG00000036613	POLQ	Boreoeutheria
ENSG00000068654	POLR1A	ENSSSCG00000008226	POLR1A	Boreoeutheria
ENSG00000125630	POLR1B	ENSSSCG00000008098	POLR1B	Boreoeutheria
ENSG00000171453	POLR1C	ENSSSCG00000028007	POLR1C	Boreoeutheria
ENSG00000186184	POLR1D	ENSSSCG00000009310	POLR1D	Boreoeutheria
ENSG00000137054	POLR1E	ENSSSCG00000005347	POLR1E	Boreoeutheria
ENSG00000105849	POLR1F	ENSSSCG00000025298	POLR1F	Boreoeutheria
ENSG00000117877	POLR1G	ENSSSCG00000020754	POLR1G	Boreoeutheria
ENSG00000066379	POLR1H	ENSSSCG00000001245	POLR1H	Boreoeutheria
ENSG00000181222	POLR2A	ENSSSCG00000028278	POLR2A	Eutheria
ENSG00000047315	POLR2B	ENSSSCG00000022955	POLR2B	Eutheria
ENSG00000102978	POLR2C	ENSSSCG00000025454	POLR2C	Eutheria
ENSG00000144231	POLR2D	ENSSSCG00000039230	POLR2D	Boreoeutheria
ENSG00000099817	POLR2E	ENSSSCG00000021472	POLR2E	Boreoeutheria
ENSG00000100142	POLR2F	ENSSSCG00000000116	POLR2F	Boreoeutheria
ENSG00000168002	POLR2G	ENSSSCG00000025571	POLR2G	Boreoeutheria
ENSG00000163882	POLR2H	ENSSSCG00000022507	POLR2H	Boreoeutheria
ENSG00000105258	POLR2I	ENSSSCG00000039196	POLR2I	Mammalia
ENSG00000147669	POLR2K	ENSSSCG00000021180	POLR2K	Eutheria
ENSG00000177700	POLR2L	ENSSSCG00000056746	ENSSSCG00000056746	Boreoeutheria
ENSG00000255529	POLR2M	ENSSSCG00000030605	POLR2M	Boreoeutheria
ENSG00000148606	POLR3A	ENSSSCG00000010327	POLR3A	Eutheria
ENSG00000013503	POLR3B	ENSSSCG00000057209	POLR3B	Boreoeutheria
ENSG00000186141	POLR3C	ENSSSCG00000006691	POLR3C	Boreoeutheria
ENSG00000168495	POLR3D	ENSSSCG00000009622	POLR3D	Eutheria
ENSG00000058600	POLR3E	ENSSSCG00000007840	POLR3E	Eutheria
ENSG00000132664	POLR3F	ENSSSCG00000007095	POLR3F	Boreoeutheria
ENSG00000100413	POLR3H	ENSSSCG00000000063	POLR3H	Boreoeutheria
ENSG00000161980	POLR3K	ENSSSCG00000007970	POLR3K	Boreoeutheria
ENSG00000099821	POLRMT	ENSSSCG00000035693	POLRMT	Boreoeutheria
ENSG00000158553	POM121L2	ENSSSCG00000042999	ENSSSCG00000042999	Boreoeutheria
ENSG00000085998	POMGNT1	ENSSSCG00000029145	POMGNT1	Boreoeutheria
ENSG00000144647	POMGNT2	ENSSSCG00000011293	POMGNT2	Boreoeutheria
ENSG00000185900	POMK	ENSSSCG00000031510	POMK	Boreoeutheria
ENSG00000132963	POMP	ENSSSCG00000037170	POMP	Eutheria
ENSG00000130714	POMT1	ENSSSCG00000005716	POMT1	Boreoeutheria
ENSG00000009830	POMT2	ENSSSCG00000002397	POMT2	Boreoeutheria
ENSG00000005421	PON1	ENSSSCG00000015332	PON1	Eutheria
ENSG00000105854	PON2	ENSSSCG00000015331	PON2	Eutheria
ENSG00000105852	PON3	ENSSSCG00000029515	PON3	Eutheria
ENSG00000104356	POP1	ENSSSCG00000006078	POP1	Boreoeutheria
ENSG00000105171	POP4	ENSSSCG00000002854	POP4	Eutheria
ENSG00000167272	POP5	ENSSSCG00000009912	POP5	Boreoeutheria
ENSG00000172336	POP7	ENSSSCG00000007672	POP7	Boreoeutheria
ENSG00000121577	POPDC2	ENSSSCG00000011894	POPDC2	Eutheria
ENSG00000132429	POPDC3	ENSSSCG00000004367	POPDC3	Boreoeutheria
ENSG00000127948	POR	ENSSSCG00000038320	POR	Boreoeutheria
ENSG00000102312	PORCN	ENSSSCG00000024793	PORCN	Eutheria
ENSG00000133110	POSTN	ENSSSCG00000009361	POSTN	Boreoeutheria
ENSG00000128513	POT1	ENSSSCG00000016597	POT1	Boreoeutheria
ENSG00000188877	POTEA	ENSSSCG00000016623	ENSSSCG00000016623	Chordata
ENSG00000064835	POU1F1	ENSSSCG00000011996	POU1F1	Boreoeutheria
ENSG00000110777	POU2AF1	ENSSSCG00000015016	POU2AF1	Eutheria
ENSG00000150750	POU2AF2	ENSSSCG00000015018	POU2AF2	Boreoeutheria
ENSG00000214290	POU2AF3	ENSSSCG00000015019	POU2AF3	Boreoeutheria
ENSG00000143190	POU2F1	ENSSSCG00000006310	POU2F1	Eutheria
ENSG00000028277	POU2F2	ENSSSCG00000037132	POU2F2	Boreoeutheria
ENSG00000137709	POU2F3	ENSSSCG00000028237	POU2F3	Boreoeutheria
ENSG00000185668	POU3F1	ENSSSCG00000003646	POU3F1	Theria
ENSG00000184486	POU3F2	ENSSSCG00000056101	POU3F2	Boreoeutheria
ENSG00000198914	POU3F3	ENSSSCG00000022096	POU3F3	Boreoeutheria
ENSG00000196767	POU3F4	ENSSSCG00000012454	POU3F4	Boreoeutheria
ENSG00000152192	POU4F1	ENSSSCG00000025334	POU4F1	Boreoeutheria
ENSG00000151615	POU4F2	ENSSSCG00000026015	POU4F2	Boreoeutheria
ENSG00000091010	POU4F3	ENSSSCG00000014412	POU4F3	Eutheria
ENSG00000184271	POU6F1	ENSSSCG00000000220	POU6F1	Boreoeutheria
ENSG00000106536	POU6F2	ENSSSCG00000037764	POU6F2	Eutheria
ENSG00000183977	PP2D1	ENSSSCG00000027327	PP2D1	Boreoeutheria
ENSG00000180817	PPA1	ENSSSCG00000010261	PPA1	Eutheria
ENSG00000138777	PPA2	ENSSSCG00000022788	PPA2	Boreoeutheria
ENSG00000130810	PPAN	ENSSSCG00000013662	PPAN	Eutheria
ENSG00000186951	PPARA	ENSSSCG00000000006	PPARA	Boreoeutheria
ENSG00000112033	PPARD	ENSSSCG00000001539	PPARD	Eutheria
ENSG00000132170	PPARG	ENSSSCG00000011579	PPARG	Eutheria
ENSG00000109819	PPARGC1A	ENSSSCG00000029275	PPARGC1A	Boreoeutheria
ENSG00000155846	PPARGC1B	ENSSSCG00000014437	PPARGC1B	Boreoeutheria
ENSG00000128059	PPAT	ENSSSCG00000008902	PPAT	Boreoeutheria
ENSG00000163736	PPBP	ENSSSCG00000037579	PPBP	Boreoeutheria
ENSG00000138621	PPCDC	ENSSSCG00000027478	PPCDC	Eutheria
ENSG00000127125	PPCS	ENSSSCG00000058636	PPCS	Boreoeutheria
ENSG00000086717	PPEF1	ENSSSCG00000030274	PPEF1	Boreoeutheria
ENSG00000156194	PPEF2	ENSSSCG00000008972	PPEF2	Boreoeutheria
ENSG00000131626	PPFIA1	ENSSSCG00000037451	PPFIA1	Boreoeutheria
ENSG00000139220	PPFIA2	ENSSSCG00000000940	PPFIA2	Boreoeutheria
ENSG00000177380	PPFIA3	ENSSSCG00000022324	PPFIA3	Eutheria
ENSG00000143847	PPFIA4	ENSSSCG00000015474	PPFIA4	Boreoeutheria
ENSG00000110841	PPFIBP1	ENSSSCG00000000549	PPFIBP1	Boreoeutheria
ENSG00000166387	PPFIBP2	ENSSSCG00000014598	PPFIBP2	Boreoeutheria
ENSG00000134283	PPHLN1	ENSSSCG00000000793	PPHLN1	Boreoeutheria
ENSG00000166794	PPIB	ENSSSCG00000034137	PPIB	Boreoeutheria
ENSG00000168938	PPIC	ENSSSCG00000031128	PPIC	Boreoeutheria
ENSG00000171497	PPID	ENSSSCG00000008878	PPID	Eutheria
ENSG00000108179	PPIF	ENSSSCG00000010330	PPIF	Eutheria
ENSG00000138398	PPIG	ENSSSCG00000031123	PPIG	Boreoeutheria
ENSG00000171960	PPIH	ENSSSCG00000003964	PPIH	Eutheria
ENSG00000137168	PPIL1	ENSSSCG00000040984	PPIL1	Eutheria
ENSG00000100023	PPIL2	ENSSSCG00000010083	PPIL2	Eutheria
ENSG00000240344	PPIL3	ENSSSCG00000016096	PPIL3	Boreoeutheria
ENSG00000131013	PPIL4	ENSSSCG00000028867	PPIL4	Boreoeutheria
ENSG00000185250	PPIL6	ENSSSCG00000004413	PPIL6	Boreoeutheria
ENSG00000168781	PPIP5K1	ENSSSCG00000004704	PPIP5K1	Boreoeutheria
ENSG00000145725	PPIP5K2	ENSSSCG00000024999	PPIP5K2	Boreoeutheria
ENSG00000118898	PPL	ENSSSCG00000007927	PPL	Boreoeutheria
ENSG00000100614	PPM1A	ENSSSCG00000005084	PPM1A	Eutheria
ENSG00000138032	PPM1B	ENSSSCG00000008451	PPM1B	Boreoeutheria
ENSG00000170836	PPM1D	ENSSSCG00000026665	PPM1D	Boreoeutheria
ENSG00000175175	PPM1E	ENSSSCG00000038932	PPM1E	Eutheria
ENSG00000100034	PPM1F	ENSSSCG00000010079	PPM1F	Boreoeutheria
ENSG00000115241	PPM1G	ENSSSCG00000027135	PPM1G	Boreoeutheria
ENSG00000111110	PPM1H	ENSSSCG00000036751	PPM1H	Boreoeutheria
ENSG00000155367	PPM1J	ENSSSCG00000006774	PPM1J	Boreoeutheria
ENSG00000163644	PPM1K	ENSSSCG00000038867	PPM1K	Boreoeutheria
ENSG00000163590	PPM1L	ENSSSCG00000023434	PPM1L	Boreoeutheria
ENSG00000164088	PPM1M	ENSSSCG00000011434	PPM1M	Boreoeutheria
ENSG00000213889	PPM1N	ENSSSCG00000037001	PPM1N	Boreoeutheria
ENSG00000214517	PPME1	ENSSSCG00000020856	PPME1	Eutheria
ENSG00000143224	PPOX	ENSSSCG00000006361	PPOX	Eutheria
ENSG00000172531	PPP1CA	ENSSSCG00000012913	PPP1CA	Boreoeutheria
ENSG00000213639	PPP1CB	ENSSSCG00000008540	PPP1CB	Eutheria
ENSG00000186298	PPP1CC	ENSSSCG00000009828	PPP1CC	Boreoeutheria
ENSG00000204569	PPP1R10	ENSSSCG00000001347	PPP1R10	Boreoeutheria
ENSG00000204619	PPP1R11	ENSSSCG00000024259	PPP1R11	Boreoeutheria
ENSG00000058272	PPP1R12A	ENSSSCG00000038973	PPP1R12A	Boreoeutheria
ENSG00000077157	PPP1R12B	ENSSSCG00000010925	PPP1R12B	Eutheria
ENSG00000125503	PPP1R12C	ENSSSCG00000027189	PPP1R12C	Eutheria
ENSG00000088808	PPP1R13B	ENSSSCG00000002544	PPP1R13B	Eutheria
ENSG00000104881	PPP1R13L	ENSSSCG00000036542	PPP1R13L	Eutheria
ENSG00000167641	PPP1R14A	ENSSSCG00000038077	PPP1R14A	Boreoeutheria
ENSG00000173457	PPP1R14B	ENSSSCG00000037999	PPP1R14B	Tetrapoda
ENSG00000198729	PPP1R14C	ENSSSCG00000004094	PPP1R14C	Boreoeutheria
ENSG00000166143	PPP1R14D	ENSSSCG00000004760	ENSSSCG00000004760	Boreoeutheria
ENSG00000087074	PPP1R15A	ENSSSCG00000003155	PPP1R15A	Boreoeutheria
ENSG00000158615	PPP1R15B	ENSSSCG00000015282	PPP1R15B	Boreoeutheria
ENSG00000101445	PPP1R16B	ENSSSCG00000007350	PPP1R16B	Boreoeutheria
ENSG00000146112	PPP1R18	ENSSSCG00000031492	PPP1R18	Boreoeutheria
ENSG00000135447	PPP1R1A	ENSSSCG00000000298	PPP1R1A	Eutheria
ENSG00000131771	PPP1R1B	ENSSSCG00000017498	PPP1R1B	Eutheria
ENSG00000150722	PPP1R1C	ENSSSCG00000056781	PPP1R1C	Eutheria
ENSG00000162869	PPP1R21	ENSSSCG00000008423	PPP1R21	Boreoeutheria
ENSG00000196422	PPP1R26	ENSSSCG00000005761	PPP1R26	Boreoeutheria
ENSG00000182676	PPP1R27	ENSSSCG00000037039	PPP1R27	Boreoeutheria
ENSG00000102055	PPP1R2C	ENSSSCG00000046344	ENSSSCG00000046344	Boreoeutheria
ENSG00000160813	PPP1R35	ENSSSCG00000007652	PPP1R35	Boreoeutheria
ENSG00000165807	PPP1R36	ENSSSCG00000002275	PPP1R36	Boreoeutheria
ENSG00000104866	PPP1R37	ENSSSCG00000037056	PPP1R37	Boreoeutheria
ENSG00000154415	PPP1R3A	ENSSSCG00000016640	PPP1R3A	Boreoeutheria
ENSG00000173281	PPP1R3B	ENSSSCG00000022797	PPP1R3B	Boreoeutheria
ENSG00000119938	PPP1R3C	ENSSSCG00000010464	PPP1R3C	Boreoeutheria
